Wavelength	14260<10	sd	14260 10-20	sd	14260 20-45	sd	14260 <45	sd
1990.0	0.30196	0.0033570	0.26162	0.0077320	0.16676	0.0045170	0.23677	
1995.0	0.30306	0.0031770	0.26191	0.0075160	0.16690	0.0033320	0.23610	
2000.0	0.30343	0.0031390	0.26316	0.0076300	0.16696	0.0030360	0.23727	
2005.0	0.30415	0.0031500	0.26367	0.0071750	0.16731	0.0025860	0.23753	
2010.0	0.30522	0.0032080	0.26229	0.0074840	0.16872	0.0021360	0.23820	
2015.0	0.30508	0.0030690	0.26433	0.0073710	0.16983	0.0036950	0.23956	
2020.0	0.30481	0.0035750	0.26463	0.0072640	0.17036	0.0025180	0.23910	
2025.0	0.30688	0.0034030	0.26472	0.0074540	0.17138	0.0033170	0.24007	
2030.0	0.30644	0.0033750	0.26577	0.0070810	0.17175	0.0041540	0.24054	
2035.0	0.30647	0.0032790	0.26583	0.0071440	0.17205	0.0038620	0.24077	
2040.0	0.30723	0.0033220	0.26719	0.0066520	0.17278	0.0041940	0.24099	
2045.0	0.30805	0.0031610	0.26821	0.0070610	0.17267	0.0029010	0.24210	
2050.0	0.30834	0.0035120	0.26836	0.0073830	0.17312	0.0028570	0.24113	
2055.0	0.30937	0.0033470	0.26947	0.0076260	0.17278	0.0041170	0.24204	
2060.0	0.30963	0.0032350	0.26844	0.0079500	0.17398	0.0040460	0.24410	
2065.0	0.30958	0.0031000	0.26956	0.0077570	0.17451	0.0034010	0.24322	
2070.0	0.31072	0.0029520	0.26923	0.0079470	0.17538	0.0035000	0.24442	
2075.0	0.31094	0.0028860	0.27060	0.0077980	0.17576	0.0022320	0.24414	
2080.0	0.31100	0.0027970	0.27124	0.0076170	0.17625	0.0037720	0.24375	
2085.0	0.31186	0.0031850	0.27172	0.0079970	0.17748	0.0035630	0.24498	
2090.0	0.31188	0.0028250	0.27129	0.0080120	0.17804	0.0037270	0.24586	
2095.0	0.31294	0.0031230	0.27228	0.0073760	0.17802	0.0050800	0.24593	
2100.0	0.31262	0.0030170	0.27224	0.0078180	0.17901	0.0041560	0.24789	
2105.0	0.31319	0.0031970	0.27388	0.0078680	0.17947	0.0053900	0.24826	
2110.0	0.31405	0.0029440	0.27468	0.0076510	0.17995	0.0054660	0.24692	
2115.0	0.31440	0.0031260	0.27540	0.0082860	0.17996	0.0045790	0.24863	
2120.0	0.31417	0.0029070	0.27575	0.0081480	0.18066	0.0035850	0.24844	
2125.0	0.31435	0.0030080	0.27620	0.0072760	0.18190	0.0046190	0.24955	
2130.0	0.31427	0.0027810	0.27605	0.0077350	0.18191	0.0051960	0.24922	
2135.0	0.31493	0.0032380	0.27679	0.0083160	0.18229	0.0045450	0.25044	
2140.0	0.31492	0.0030680	0.27806	0.0078710	0.18280	0.0049770	0.25012	
2145.0	0.31543	0.0031260	0.27764	0.0079590	0.18327	0.0050190	0.25084	
2150.0	0.31715	0.0036370	0.27860	0.0082620	0.18392	0.0057090	0.25192	
2155.0	0.31627	0.0034170	0.27893	0.0082730	0.18417	0.0049030	0.25146	
2160.0	0.31680	0.0036280	0.27955	0.0071500	0.18395	0.0057610	0.25205	
2165.0	0.31655	0.0035050	0.27939	0.0080410	0.18451	0.0055620	0.25280	
2170.0	0.31758	0.0034320	0.28056	0.0072540	0.18532	0.0053890	0.25302	
2175.0	0.31762	0.0036300	0.28127	0.0074710	0.18547	0.0040260	0.25429	
2180.0	0.31869	0.0031620	0.28153	0.0080670	0.18604	0.0045270	0.25498	
2185.0	0.31918	0.0038870	0.28187	0.0080980	0.18656	0.0041500	0.25493	
2190.0	0.31949	0.0039480	0.28240	0.0078500	0.18736	0.0046490	0.25544	
2195.0	0.31994	0.0042050	0.28324	0.0082570	0.18797	0.0044460	0.25647	
2200.0	0.32068	0.0034730	0.28425	0.0082920	0.18892	0.0035880	0.25745	
2205.0	0.32155	0.0034160	0.28527	0.0083220	0.19008	0.0035710	0.25745	
2210.0	0.32158	0.0035230	0.28488	0.0073210	0.19024	0.0056040	0.25859	
2215.0	0.32312	0.0036370	0.28634	0.0070900	0.19052	0.0050130	0.25947	
2220.0	0.32273	0.0031390	0.28704	0.0070960	0.19039	0.0045920	0.25912	
2225.0	0.32323	0.0035310	0.28733	0.0085060	0.19158	0.0052980	0.25976	
2230.0	0.32303	0.0036520	0.28803	0.0079870	0.19232	0.0046810	0.26095	
2235.0	0.32384	0.0035130	0.28773	0.0081760	0.19255	0.0041070	0.26157	
2240.0	0.32378	0.0036000	0.28865	0.0086680	0.19324	0.0043580	0.26276	
2245.0	0.32521	0.0033850	0.28892	0.0082650	0.19447	0.0048870	0.26327	
2250.0	0.32587	0.0033420	0.29012	0.0084060	0.19486	0.0050220	0.26345	
2255.0	0.32670	0.0031290	0.29138	0.0079000	0.19659	0.0038390	0.26309	
2260.0	0.32660	0.0036770	0.29138	0.0082590	0.19693	0.0039290	0.26387	
2265.0	0.32748	0.0034580	0.29232	0.0086640	0.19740	0.0037770	0.26478	
2270.0	0.32705	0.0036450	0.29320	0.0075160	0.19850	0.0037050	0.26605	
2275.0	0.32814	0.0034360	0.29301	0.0080710	0.19937	0.0048560	0.26604	
2280.0	0.32842	0.0033530	0.29456	0.0085370	0.20051	0.0027170	0.26629	
2285.0	0.32862	0.0037640	0.29580	0.0084850	0.20123	0.0033500	0.26685	
2290.0	0.32905	0.0035560	0.29550	0.0088600	0.20215	0.0029800	0.26868	
2295.0	0.33140	0.0038430	0.29716	0.0089270	0.20129	0.0027820	0.26809	
2300.0	0.33065	0.0033270	0.29786	0.0087710	0.20202	0.0029350	0.26934	
2305.0	0.33159	0.0032070	0.29755	0.0090530	0.20263	0.0045640	0.26961	
2310.0	0.33297	0.0038390	0.29831	0.0089810	0.20302	0.0040450	0.27098	
2315.0	0.33334	0.0040820	0.29891	0.0085220	0.20347	0.0032590	0.27035	
2320.0	0.33325	0.0040490	0.29976	0.0098520	0.20377	0.0038510	0.27159	
2325.0	0.33288	0.0041070	0.29938	0.0085770	0.20395	0.0023590	0.27248	
2330.0	0.33420	0.0032860	0.30144	0.0087020	0.20508	0.0024480	0.27201	
2335.0	0.33307	0.0039770	0.30140	0.0084090	0.20530	0.00079100	0.27255	
2340.0	0.33400	0.0038020	0.30176	0.0090220	0.20556	0.0013170	0.27275	
2345.0	0.33441	0.0032530	0.30241	0.0094840	0.20660	0.0013920	0.27419	
2350.0	0.33443	0.0035430	0.30227	0.0089480	0.20719	0.0020000	0.27394	
2355.0	0.33512	0.0033890	0.30165	0.0084510	0.20758	0.00029400	0.27444	
2360.0	0.33531	0.0036460	0.30267	0.0090070	0.20756	0.00042200	0.27470	
2365.0	0.33472	0.0037600	0.30281	0.0094790	0.20871	0.00039800	0.27550	
2370.0	0.33560	0.0038320	0.30385	0.0092400	0.20862	0.00041900	0.27540	
2375.0	0.33548	0.0038580	0.30385	0.0088640	0.20873	0.0011140	0.27607	
2380.0	0.33634	0.0040280	0.30472	0.0093420	0.20940	0.0011210	0.27681	
2385.0	0.33748	0.0035880	0.30532	0.0091210	0.21124	0.00033800	0.27735	
2390.0	0.33716	0.0037300	0.30612	0.0087630	0.21185	0.00026800	0.27896	
2395.0	0.33891	0.0037620	0.30766	0.0092470	0.21306	0.0013440	0.27875	
2400.0	0.33953	0.0045250	0.30774	0.0085120	0.21336	0.0010900	0.27987	
2405.0	0.33950	0.0042520	0.30871	0.0091900	0.21345	0.00071600	0.27985	
2410.0	0.33957	0.0034220	0.30748	0.0088770	0.21358	0.00066900	0.28051	
2415.0	0.34099	0.0043270	0.30916	0.0098870	0.21489	0.0010370	0.28018	
2420.0	0.34137	0.0042830	0.31049	0.0097840	0.21558	0.0017650	0.28101	
2425.0	0.34343	0.0042950	0.31184	0.0098010	0.21745	0.0019710	0.28299	
2430.0	0.34328	0.0041870	0.31136	0.0083580	0.21779	0.0016190	0.28297	
2435.0	0.34279	0.0040760	0.31220	0.0089320	0.21850	0.0019450	0.28312	
2440.0	0.34452	0.0041100	0.31195	0.0090210	0.21865	0.0036220	0.28387	
2445.0	0.34345	0.0040600	0.31296	0.0092140	0.21867	0.0012910	0.28401	
2450.0	0.34353	0.0041330	0.31428	0.0098880	0.21953	0.0014180	0.28440	
2455.0	0.34471	0.0042130	0.31471	0.010050	0.21924	0.0023590	0.28546	
2460.0	0.34487	0.0021350	0.31480	0.0056330	0.21929	0.0033140	0.28537	0.00032100
2465.0	0.34474	0.0017780	0.31479	0.0063060	0.21944	0.0028710	0.28569	0.00018800
2470.0	0.34319	0.0034280	0.31417	0.0058910	0.22005	0.0026040	0.28632	0.00028000
2475.0	0.34467	0.0033800	0.31509	0.0065650	0.22063	0.0018340	0.28671	0.00026700
2480.0	0.34387	0.0034120	0.31585	0.0069180	0.22040	0.0014640	0.28705	0.00028600
2485.0	0.34324	0.0033270	0.31592	0.0059430	0.22101	0.0013820	0.28665	0.00036300
2490.0	0.34396	0.0027300	0.31625	0.0055770	0.22137	0.0012720	0.28804	0.00039700
2495.0	0.34417	0.0036650	0.31647	0.0055690	0.22192	0.0010240	0.28750	0.00074500
2500.0	0.34494	0.0038030	0.31765	0.0062560	0.22232	0.0017840	0.28848	0.00058400
2505.0	0.34449	0.0032230	0.31798	0.0061300	0.22269	0.00047300	0.28806	9.5000e-05
2510.0	0.34472	0.0021270	0.31889	0.0061680	0.22396	0.00066800	0.28932	0.00013800
2515.0	0.34474	2.4000e-05	0.31857	0.0041670	0.22361	0.00020300	0.28874	4.5000e-05
2520.0	0.34460	4.0000e-05	0.31852	0.0047360	0.22390	0.00048800	0.29042	0.00011400
2525.0	0.34455	0.0013610	0.31868	0.0053060	0.22417	1.6000e-05	0.29027	0.00015500
2530.0	0.34597	0.00039700	0.31976	0.0053910	0.22492	0.0014670	0.29081	0.0022330
2535.0	0.34544	0.00031200	0.31977	0.0049200	0.22458	0.00056500	0.29081	0.0016930
2540.0	0.34607	0.00015400	0.32052	0.0041910	0.22530	0.00066100	0.29126	0.00099800
2545.0	0.34913	0.00030300	0.32236	0.0039460	0.22746	0.0011830	0.29251	0.0028140
2550.0	0.34765	0.00023900	0.32196	0.0039050	0.22644	1.2000e-05	0.29258	0.00034400
2555.0	0.34728	0.0026990	0.32167	0.0036550	0.22642	0.0036590	0.29253	0.0022030
2560.0	0.35002	0.0038010	0.32346	0.0042820	0.22828	0.0085870	0.29377	0.0047810
2565.0	0.34931	0.0014090	0.32334	0.0058150	0.22809	0.0014800	0.29381	0.0012810
2570.0	0.34825	0.0017850	0.32316	0.0052890	0.22759	0.00062200	0.29388	0.0011640
2575.0	0.34841	0.00032200	0.32345	0.0046780	0.22803	0.0041330	0.29403	0.0021080
2580.0	0.35128	0.0012240	0.32532	0.0025080	0.22999	0.00035300	0.29552	0.00060900
2585.0	0.34819	0.0036080	0.32402	0.0066290	0.22852	0.0075420	0.29486	0.0053450
2590.0	0.35466	0.0035230	0.32719	0.0032160	0.23227	0.0040510	0.29710	0.0017310
2595.0	0.35965	0.00028200	0.32959	0.0057290	0.23542	0.0076470	0.29864	0.0051310
2600.0	0.35546	0.00095900	0.32684	0.0030660	0.23273	0.0086590	0.29650	0.0062050
